596,My hope is built on nothing less,THE SOLID ROCK,,,
597,My hope is built on nothing less,MELITA,,,
598,For by grace you have been saved and even faith is not your own,ARMOLAULU,,,
599,"Lord Jesus, think on me",SOUTHWELL,,,
600,Out of the depths I cry to you,AUS TIEFER NOT,,,
601,"Savior, when in dust to you",ABERYSTWYTH,,,
602,"Otče nebeský, Svoritel'u sveta, Bože, zmiluj sa nad nami (O God, Father in heaven, have mercy upon us)","ZNÁME TO, PANE BOŽ NÁŠ",,,
603,"God, when human bonds are broken",MERTON,,,
604,"O Christ, our hope, our hearts' desire","LOBT GOTT, IHR CHRISTEN",,,
605,Forgive our sins as we forgive,DETROIT,,,
606,"Our Father, we have wandered",HERZLICH TUT MICH VERLANGEN,,,
607,"Come, ye disconsolate, where'er ye languish",CONSOLATOR,,,
608,Softly and tenderly Jesus is calling,THOMPSON,,,
609,Chief of sinners though I be,GETHSEMANE,,,
610,"O Christ, the healer, we have come",DISTRESS,,,
611,I heard the voice of Jesus say,KINGSFOLD,,,
612,You who know our fears and sadness,HEALER OF OUR EVERY ILL,,,
613,"Thy holy wings, O Savior",BRED DINA VIDA VINGAR,,,
614,Sometimes I feel discouraged,BALM IN GILEAD,,,
615,In all our grief and fear we turn to you,FREDERICKTOWN,,,
616,"Jesus, remember me",REMEMBER ME,,,
617,"We come to you for healing, Lord",MARTYRDOM,,,
618,"Guide me ever, great Redeemer",CWM RHONDDA,,,
619,I know that my Redeemer lives!,DUKE STREET,,,
620,How sweet the name of Jesus sounds,ST. PETER,,,
621,"Jesus lives, my sure defense","JESUS, MEINE ZUVERSICHT",,,
622,Dwell in the one who raised Christ from the dead,NEITHER DEATH NOR LIFE,,,
623,"Rock of Ages, cleft for me",TOPLADY,,,
624,"Jesus, still lead on",SEELENBRÄUTIGAM,,,
625,"Come, we that love the Lord",MARCHING TO ZION,,,
626,By gracious pow'rs so wonderfully sheltered,TELOS,,,
627,O day full of grace that now we see,DEN SIGNEDE DAG,,,
628,"Jerusalem, my happy home",LAND OF REST,,,
629,"Abide with me, fast falls the eventide",EVENTIDE,,,
630,"In heav'n above, in heav'n above","I HIMMELEN, I HIMMELEN",,,
631,"Love divine, all loves excelling",HYFRYDOL,,,
632,"O God, our help in ages past",ST. ANNE,,,
633,Just remember the good things God has done,THIS FAR BY FAITH,,,
634,All hail the pow'r of Jesus' Name,CORONATION,,,
635,We walk by faith and not by sight,SHANTI,,,
636,"How small our span of life, O God",KINGSFOLD,,,
637,"Holy God, holy and glorious",NELSON,,,
638,"Blessed assurance, Jesus is mine!",ASSURANCE,,,
639,"Pues si vivimos, para él vivimos (When we are living, it is in Christ Jesus)",SOMOS DEL SEÑOR,,,
640,"Our Father, by whose name",RHOSYMEDRE,,,
641,Let us build a house where love can dwell,TWO OAKS,,,
642,Ubi caritas et amor (Where true charity and love abide),TAIZÉ UBI CARITAS,,,
643,"Somos uno en Cristo, somos uno (We are all one in Christ, we are one body)",SOMOS UNO,,,
644,Although I speak with angel's tongue,O WALY WALY,,,
645,Christ is made the sure foundation,WESTMINSTER ABBEY,,,
646,"La paz del Señor, la paz del Señor (The peace of the Lord, the peace of the Lord)",LA PAZ DEL SEÑOR,,,
647,Glorious things of you are spoken,BLAENWERN,,,
648,"Beloved, God's chosen, put on as a garment",ANDREW'S SONG,,,
649,Miren qué bueno es cuando nos reunimos todos juntos (How pleasant and harmonious when God's people are together),MIREN QUÉ BUENO,,,
650,In Christ there is no east or west,MCKEE,,,
651,"Oh, praise the gracious pow'r",CHRISTPRAISE RAY,,,
652,Built on a rock the church shall stand,KIRKEN DEN ER ET GAMMELT HUS,,,
653,We are gathered by the one love of Christ Jesus,UBI CARITAS,,,
654,The church's one foundation,AURELIA,,,
655,"Son of God, eternal Savior",IN BABILONE,,,
656,Blest be the tie that binds,DENNIS,,,
657,"Rise, O Sun of righteousness",SONNE DER GERCHTIGKEIT,,,
658,"O Jesus, joy of living hearts",WALTON,,,
659,Will you let me be your servant,THE SERVANT SONG,,,
660,"Come, Christians, follow where our captain trod",CRUCIFER,,,
661,I love to tell the story,HANKEY,,,
662,"Christ is the king! O friends, rejoice",BEVERLY,,,
663,"Spread, oh, spread, almighty Word",GOTT SEI DANK,,,
664,El cielo canta alegría (Heaven is singing for joy),ALEGRÍA,,,
665,"Rise, shine, you people! Christ the Lord has entered",WOJTKIEWIECZ,,,
666,"What wondrous love is this, O my soul, O my soul!",WONDROUS LOVE,,,
667,"Take up your cross, the Savior said",BOURBON,,,
668,"O Zion haste, your mission high fulfilling",ANGELIC SONGS,,,
669,"Rise up, O saints of God!",FESTAL SONG,,,
670,"Build us up, Lord, build us up",BUILD US UP,,,
671,"Lord, the light of your love is shining","SHINE, JESUS, SHINE",,,
672,Signs and wonders lead the dancing,FREU DICH SEHR,,,
673,"God, whose almighty word",ITALIAN HYMN,,,
674,Let us talents and tongues employ,LINSTEAD,,,
675,"O Christ, our light, O Radiance true","O JESU CHRISTE, WAHRES LICHT",,,
676,"Lord, speak to us, that we may speak",CANONBURY,,,
677,"This little light of mine, I'm goin'a let it shine",THIS JOY,,,
678,"God, whose giving knows no ending",RUSTINGTON,,,
679,For the fruit of all creation,AR HYD Y NOS,,,
680,Aramos nuestros campos (We plow the fields and scatter),SAN FERNANDO,,,
681,We plow the fields and scatter,WIR PFLÜGEN,,,
682,Reamo leboga (To God our thanks we give),REAMO LEBOGA,,,
683,The numberless gifts of God's mercies,JAG KAN ICKE RÄKNA DEM ALLA,,,
684,"Creating God, your fingers trace",PROSPECT,,,
685,"Take my life, that I may be",PATMOS,,,
686,We give thee but thine own,HEATH,,,
687,"Come to us, creative Spirit",CASTLEWOOD,,,
688,"Lord of light, your name outshining",ABBOT'S LEIGH,,,
689,Praise and thanksgiving,BUNESSAN,,,
690,"We raise our hands to you, O Lord",VI REKKER VÅRE HENDER FREM,,,
691,"Accept, O Lord, the gifts we bring",BARBARA ALLEN,,,
692,"We lift our voices, we lift our hands",OFFERING,,,
693,"Come, ye thankful people, come",ST. GEORGE'S WINDSOR,,,
694,Sing to the Lord of harvest,WIE LIEBLICH IST DER MAIEN,,,
695,As saints of old their first-fruits brought,FOREST GREEN,,,
696,Jesus calls us; o'er the tumult,GALILEE,,,
697,I am weak but thou art strong,CLOSER WALK,,,
698,"How long, O God? the psalmist cries",LAND OF REST,,,
699,"In deepest night, in darkest days",DEEP BLUE,,,
700,Where armies scourge the countryside,PACE MIO DIO,,,
701,Once we sang and danced with gladness,KAS DZIEDĀJA,,,
702,Mi corazón está sangrando (This heart of mine is in deep anguish,TÚ SEÑOR,,,
703,"O God, why are you silent?",HERZLICH TUT MICH VERLANGEN,,,
704,When pain of the world surrounds us,CALLED TO FOLLOW,,,
705,God of grace and god of glory,CWM RHONDDA,,,
706,Los pobres siempre esperan el amanecer (The poor ones of the world awain the dawn of hope),UN PUEBLO O QUE CAMINA,,,
707,"Lord of glory, you have bought us",HYFRYDOL,,,
708,Kneels at the feet of his friends,CHEREPONI,,,
709,When our song says peace and the world says war,JENKINS,,,
710,Let streams of living justice flow down upon the earth,THAXTED,,,
711,O day of peace that dimly shines,JERUSALEM,,,
712,"Lord, whose love in humble service",BEACH SPRING,,,
713,O God of ev'ry nation,LLANGLOFFAN,,,
714,"O God of mercy, God of light",JUST AS I AM,,,
715,"Longing for light, we wait in darkness","CHRIST, BE OUR LIGHT",,,
716,"Lord of all nations, grant me grace",BEATUS VIR,,,
717,Let justice flow like streams,ST. THOMAS,,,
718,In a lonely manger born,MABUNE,,,
719,Where cross the crowded ways of life,WALTON,,,
720,Come! Live in the light!,WE ARE CALLED,,,
721,Goodness is stronger than evil,GOODNESS IS STRONGER,,,
722,"O Christ, your heart, compassionate",ELLACOMBE,,,
723,My soul cries out with a joyful shout,STAR OF COUNTY DOWN,,,
724,All who love and serve your city,NEW ORLEANS,,,
725,"Cuando el pobre nada tiene y aún reparte (When the poor ones, who have nothing, still are giving",EL CAMINO,,,
726,Light dawns on a weary world,TEMPLE OF PEACE,,,
727,"Lord Christ, when first you came to earth",MIT FREUDEN ZART,,,
728,"Blest are they, the poor in spirit",BLEST ARE THEY,,,
729,"The church of Christ, in ev'ry age",WAREHAM,,,
730,"Lord our God, with praise we come before you",ROMEDAL,,,
731,Earth and all stars!,EARTH AND ALL STARS,,,
732,I was there to hear your borning cry,WATERLIFE,,,
733,"Great is thy faithfulness, O God my Father",FAITHFULNESS,,,
734,"God, whose farm is all creation",HARVEST GIFTS,,,
735,"Mothering God, you gave me birth",NORWICH,,,
736,God the sculptor of the mountains,JENNINGS-HOUSTON,,,
737,He comes to us as one unknown,REPTON,,,
738,God created heav'n and earth,TŌA-SĪA,,,
739,Touch the earth lightly,TENDERNESS,,,
740,God of the sparrow God of the whale,ROEDER,,,
741,"Mayenziwe 'ntando yakho (Your will be done on earth, O Lord)",MAYENZIWE,,,
742,What a friend we have in Jesus,CONVERSE,,,
743,Now to the Holy Spirit let us pray,NUN BITTEN WIR,,,
744,"In my life, Lord",BE GLORIFIED,,,
745,"Lord, teach us how to pray aright",SONG 67,,,
746,"Our Father, God in heav'n above",VATER UNSER,,,
747,"Our Father, God in heav'n above",VATER UNSER,,,
748,O God in heaven,HALAD,,,
749,"O God of love, O King of peace","ERHALT UNS, HERR",,,
750,"Lord, thee I love with all my heart",HERZLICH LIEB,,,
751,"O Lord, hear my prayer (The Lord is my song)",HEAR MY PRAYER,,,
752,"Lord, listen to your children praying",CHILDREN PRAYING,,,
753,"Dona nobis pacem, pacem",DONA NOBIS PACEM,,,
754,"Jesus, the very thought of you",ST. AGNES,,,
755,"Jesus, Savior, pilot me",PILOT,,,
756,"Eternal Father, strong to save",MELITA,,,
757,All my hope on God is founded,MICHAEL,,,
758,You are the way; to you alone,DUNDEE,,,
759,My faith looks up to thee,OLIVET,,,
760,"O Christ the same, through all our story's pages",RED HILL ROAD,,,
761,"Evening and morning, sunset and dawning",DIE GÜLDNE SONNE,,,
762,Que acompaña a nuestro pueblo (Who accompanies our people),CUÉLLAR,,,
763,My life flows on in endless song,HOW CAN I KEEP FROM SINGING,,,
764,"Have no fear, little flock",LITTLE FLOCK,,,
765,"Lord of all hopefulness, Lord of all joy",SLANE,,,
766,Lord of our life and God of our salvation,ISTE CONFESSOR,,,
767,"Lord, take my hand and lead me",SO NIMM DENN MEINE HÄNDE,,,
768,I am weak and I need thy strength and pow'r,"LEAD ME, GUIDE ME",,,
769,If you but trust in God to guide you,WER NUR DEN LIEBEN GOTT,,,
770,In the morning when I rise,GIVE ME JESUS,,,
771,"God, who stretched the spangled heavens",HOLY MANNA,,,
772,"Oh, that the Lord would guide my ways",EVAN,,,
773,"Precious Lord, take my hand",PRECIOUS LORD,,,
774,"What a fellowship, what a joy divine",SHOWALTER,,,
775,"Jesus, priceless treasure","JESU, MEINE FREUDE",,,
776,What God ordains is good indeed,WAS GOTT TUT,,,
777,"Come to me, all pilgrims thirsty",BEACH SPRING,,,
778,The Lord's my shepherd; I'll not want,BROTHER JAMES' AIR,,,
779,Amazing grace! - how sweet the sound,NEW BRITAIN,,,
780,"God is my shepherd, so nothing shall I want",SHEPHERD ME,,,
781,Tryggare kan ingen vara (Children of the heav'nly Father),TRYGGARE KAN INGEN VARA,,,
782,"My Shepherd, you supply my need",RESIGNATION,,,Score
783,Praise and thanks and adoration,FREU DICH SEHR,,,
784,"Grant peace, we pray, in mercy, Lord",VERLEIH UNS FRIEDEN,,,
785,When peace like a river attendeth my way,VILLE DU HAVRE,,,
786,"O Holy Spirit, enter in",WIE SCHÖN LEUCHTET,,,
787,You who dwell in the shelter of the Lord,ON EAGLE'S WINGS,,,
788,If God my Lord be for me,IST GOT FÜR MICH,,,
789,Savior like a shepherd lead us,BRADBURY,,,
790,"Day by day, your mercies Lord attend me",BLOTT EN DAG,,,
791,"We sing to you, O God",LOVE UNKNOWN,,,
792,"When memory fades, and recognition falters",FINLANDIA,,,
793,"Be thou my vision, O Lord of my heart",SLANE,,,
794,Calm to the waves,CALM SEAS,,,
795,"God, my Lord, my strength, my place of hiding",PÁN BŮH,,,
796,"How firm a foundation, O saints of the Lord",FOUNDATION,,,
797,Heri ni jina (Blessed be the name),HERI NI JINA,,,
798,Will you come and follow me if I but call you name?,KELVINGROVE,,,
799,"Come, follow me, the Savior spake","MACHS MIT MIR, GOTT",,,
800,"Spirit of God, descend upon my heart",MORECAMBE,,,
801,You are the potter; I am the clay,CHANGE MY HEART,,,
802,Let us ever walk with Jesus,LASSET UNS MIT JESU ZIEHEN,,,
803,When I survey the wondrous cross,HAMBURG,,,
804,"Come down, O Love divine",DOWN AMPNEY,,,
805,"Lead on, O King eternal!",LANCASHIRE,,,
806,"O God, my faithful God",WAS FRAG ICH NACH DER WELT,,,
807,"Come, thou Fount of ev'ry blessing",NETTLETON,,,
808,"Jésus je voudrais te chanter sur ma route (Lord, Jesus, you shall be my song as I journey)",LES PETITES SOEURS,,,
809,"Thuma mina (Send me, Jesus)",THUMA MINA,,,
810,"O Jesus, I have promised",MUNICH,,,
811,On my heart imprint your image,DER AM KREUZ,,,
812,"Faith of our fathers, living still",ST. CATHERINE,,,
813,"Faith of our fathers, living still",ST. CATHERINE,,,
814,"Take, oh, take me as I am",TAKE ME AS I AM,,,
815,I want to walk as a child of the light,HOUSTON,,,
816,"Come, my way, my truth, my life",THE CALL,,,
817,Tú has venido a la orilla (You have come down to the lakeshore),PESCADOR DE HOMBRES,,,
818,"O Master, let me walk with you",MARYTON,,,
819,"Uyaimose tinamate Mwari (Come, all you people, come and praise the Most High)",UYAIMOSE,,,
820,"O Savior, precious Savior",ANGEL'S STORY,,,
821,"My Jesus, my Savior",SHOUT TO THE LORD,,,
822,"Cantad al Señor (Oh, sing to the Lord)",CANTAD AL SEÑOR,,,
823,Praise the Lord! O heavn's adore him,AUSTRIA,,,
824,This is my Father's world,TETRA PATRIS,,,
825,"You servants of God, your Master proclaim",LYONS,,,
826,"Thine the amen, thine the praise alleluias angels raise",THINE,,,
827,"Nyt ylös sieluni (Arise, my soul, arise!)","NYT YLÖS, SIELUNI",,,
828,Alleluia! Voices raise,PRINCETON,,,
829,"Hallelujah! Thank the Lord for sun, sand, and sea",LAMOTTA,,,
830,How marvelous God's greatness,DEN BLOMSTERTID NU KOMMER,,,
831,The God of Abr'ham praise,YIGDAL,,,
832,My Lord of light who made the worlds,BARBARA ALLEN,,,
833,"Oh, that I had a thousand voices",O DASS ICH TAUSEND ZUNGEN HÄTTE,,,
834,"Immortal, invisible, God only wise",ST. DENIO,,,
835,"All creatures, worship God most high!",LASST UNS ERFREUEN,,,
836,"Joyful, joyful, we adore thee",HYMN TO JOY,,,
837,"Wakantanka taku nitawa (Many and great, O God, are your works)",LAC QUI PARLE,,,
838,Beautiful Savior,SCHÖNSTER HERR JESU,,,
839,Now thank we all our God,NUN DANKET ALLE GOTT,,,
840,Now thank we all our God,NUN DANKET ALLE GOTT,,,
841,Lift ev'ry voice and sing,LIFT EVERY VOICE AND SING,,,
842,"Oh, worship the King, all-glorious above",HANOVER,,,
843,Praise the One who breaks the darkness,NETTLETON,,,
844,"Louez l'Eternel serviteurs de Dieu (Praise to the Lord, all of you, God's servants)",RICHARDSON-BURTON,,,
845,Voices raised to you we offer,SONG OF PRAISE,,,
846,"Amen siakudumisa! (Amen, we praise your name, O God!)",AMEN SIAKUDUMISA,,,
847,"Come, let us join our cheerful songs",NUN DANKET ALL,,,
848,Give to our God immortal praise,DUKE STREET,,,
849,"Tuya es la gloria (Yours, Lord, is the glory)",TUYA ES LA GLORIA,,,
850,When in our music God is glorified,FREDERICKTOWN,,,
851,When in our music God is glorified,ENGELBERG,,,
852,Qing zao qilai kan (Golden breaks the dawn),LE P'ING,,,
853,When morning gilds the skies,LAUDES DOMINI,,,
854,Blessing and honor and glory and pow'r,AMERICAN HYMN,,,
855,Crown him with many crowns,DIADEMATA,,,
856,"O Lord my God, when I in awesome wonder",O STORE GUD,,,
857,"Lord, I lift your name on high","LORD, I LIFT YOUR NAME",,,
858,"Praise to the Lord, the Almighty, the King of creation!",LOBE DEN HERREN,,,
859,"Praise to the Lord, the Almighty, the King of Creation!",LOBE DEN HERREN,,,
860,I'm so glad Jesus lifted me,JESUS LIFTED ME,,,
861,When long before time and the worlds were begun,THE SINGER AND THE SONG,,,
862,"Praise, praise! You are my rock",ZACHARY WOODS ROCK,,,
863,"My God, how wonderful thou art",DUNDEE,,,
864,"Praise, my soul, the God of heaven","PRAISE, MY SOUL",,,
865,"Praise, my soul, the King of heaven","PRAISE, MY SOUL",,,
866,Siyahamb' ekukhanyen' kwenkhos' (We are marching in the light of God,SIYAHAMBA,,,
867,In thee is gladness amid all sadness,IN DIR IST FREUDE,,,
868,Isaiah in a vision did of old,"JESAIA, DEM PROPHETEN",,,
869,Nimemwona Bwana (We have seen the Lord),NIMEMWONA BWANA,,,
870,"We praise you, O God, our redeemer, creator",KREMSER,,,
871,"Sing praise to God, the highest good","LOBT GOTT DEN HERREN, IHR",,,
872,Praise God with the sound of the trumpet,CLEVELAND,,,
873,"Rejoice, ye pure in heart!",MARION,,,
874,"Rejoice, ye pure in heart!",VINEYARD HAVEN,,,
875,"Praise, praise, praise the Lord!",CAMEROON PRAISE,,,
876,Let the whole creation cry,SALZBURG,,,
877,"Praise the Almighty! Lord, I adore you!","LOBE DEN HERREN, O MEINE SEELE",,,
878,"O God of blessings, all praise to you!",SOLI DEO GLORIA,,,
879,For the beauty of the earth,DIX,,,
880,"O God beyond all praising, we worship you today",THAXTED,,,
881,Let all things now living,THE ASH GROVE,,,
882,My soul does magnify the Lord,GOSPEL MAGNIFICAT,,,
883,All people that on earth do dwell,OLD HUNDREDTH,,,
884,"Praise God, from whom all blessings flow",OLD HUNDREDTH,,,
885,"Praise God, from whom all blessings flow",OLD HUNDREDTH,,,
886,"Oh, for a thousand tongues to sing",AZMON,,,
887,"This is my song, O God of all the nations",FINLANDIA,,,
888,O beautiful for spacious skies,MATERNA,,,
889,The right hand of God,LA MANO DE DIOS,,,
890,Mine eyes have seen the glory of the coming of the Lord,BATTLE HYMN,,,
891,God bless our native land,NATIONAL ANTHEM,,,
892,O Canada! Our home and native land,O CANADA,,,
893,"Before you, Lord, we bow",DARWALL'S 148TH,,,
